distribution,replication_id,cell_id,solution_location,candidate_cost_cny,independent_cost_cny,grid_cost_cny,grid_points,excess_cost_cny,grid_excess_cny
GAUSSIAN,9,STRESS_ACTUAL_CLEAR,lower,5568831.548741549,5568831.548741549,5568831.548741549,10001,0.0,0.0
EMP,9,STRESS_ACTUAL_CLEAR,lower,5626862.582263776,5626862.582263776,5626862.582263776,10001,0.0,0.0
GAUSSIAN,9,STRESS_ACTUAL_NEAR,interior,5443735.061372843,5443735.061372843,5443735.063712769,10001,0.0,0.0023399265483021
EMP,9,STRESS_ACTUAL_NEAR,interior,5431595.3194222655,5431595.3194222655,5431595.3194222655,10001,0.0,0.0
GAUSSIAN,9,STRESS_CONTRACT_NEAR_LOW,interior,5443735.061372843,5443735.061372843,5443735.08426946,10001,0.0,0.0228966176509857
EMP,9,STRESS_CONTRACT_NEAR_LOW,interior,5431595.3194222655,5431595.3194222655,5431595.3194222655,10001,0.0,0.0
GAUSSIAN,9,STRESS_CONTRACT_CLEAR,interior,5443735.061372843,5443735.061372843,5443735.064130459,10001,0.0,0.002757616341114
EMP,9,STRESS_CONTRACT_CLEAR,interior,5431595.3194222655,5431595.3194222655,5431595.3194222655,10001,0.0,0.0
GAUSSIAN,9,STRESS_CONTRACT_NEAR_HIGH,interior,5443735.061372843,5443735.061372843,5443735.061885264,10001,0.0,0.000512421131134
EMP,9,STRESS_CONTRACT_NEAR_HIGH,interior,5431595.3194222655,5431595.3194222655,5431595.3194222655,10001,0.0,0.0
GAUSSIAN,9,STRESS_CAPACITY_NEAR,interior,5443735.061372843,5443735.061372843,5443735.07070486,10001,0.0,0.0093320170417428
EMP,9,STRESS_CAPACITY_NEAR,interior,5431595.3194222655,5431595.3194222655,5431595.3194222655,10001,0.0,0.0
GAUSSIAN,9,STRESS_CAPACITY_CLEAR,interior,5443735.061372843,5443735.061372843,5443735.067822264,10001,0.0,0.0064494209364056
EMP,9,STRESS_CAPACITY_CLEAR,interior,5431595.3194222655,5431595.3194222655,5431595.3194222655,10001,0.0,0.0
GAUSSIAN,10,BASE_ACTUAL_NEAR,interior,5064188.942160901,5064188.942160903,5064188.942409782,10001,0.0,0.0002488810569047
EMP,10,BASE_ACTUAL_NEAR,interior,5041940.116905728,5041940.116905728,5041942.785082455,10001,0.0,2.668176726438105
GAUSSIAN,10,BASE_CAPACITY_NEAR,interior,5064188.942160901,5064188.942160901,5064188.9513607295,10001,0.0,0.0091998288407921
EMP,10,BASE_CAPACITY_NEAR,interior,5041940.116905728,5041940.116905728,5041940.370043811,10001,0.0,0.2531380830332637
GAUSSIAN,10,STRESS_ACTUAL_CLEAR,lower,5336786.015015672,5336786.015015672,5336786.015015672,10001,0.0,0.0
EMP,10,STRESS_ACTUAL_CLEAR,lower,5336473.373620048,5336473.373620048,5336473.373620048,10001,0.0,0.0
GAUSSIAN,10,STRESS_ACTUAL_NEAR,lower,4766306.824353078,4766306.824353078,4766306.824353078,10001,0.0,0.0
EMP,10,STRESS_ACTUAL_NEAR,lower,4775344.580484094,4775344.580484094,4775344.580484094,10001,0.0,0.0
GAUSSIAN,10,STRESS_CONTRACT_NEAR_LOW,lower,4721975.227603824,4721975.227603824,4721975.227603824,10001,0.0,0.0
EMP,10,STRESS_CONTRACT_NEAR_LOW,lower,4728430.528847874,4728430.528847874,4728430.528847874,10001,0.0,0.0
GAUSSIAN,10,STRESS_CONTRACT_CLEAR,interior,4472126.536390484,4472126.536390484,4472126.610929424,10001,0.0,0.0745389396324753
EMP,10,STRESS_CONTRACT_CLEAR,interior,4458108.392825135,4458108.392825135,4458108.392825135,10001,0.0,0.0
GAUSSIAN,10,STRESS_CONTRACT_NEAR_HIGH,interior,4472126.536390484,4472126.536390483,4472126.562417114,10001,9.313225746154783e-10,0.0260266298428177
EMP,10,STRESS_CONTRACT_NEAR_HIGH,interior,4458108.392825135,4458108.392825135,4458108.392825135,10001,0.0,0.0
GAUSSIAN,10,STRESS_CAPACITY_NEAR,interior,4472126.536390484,4472126.536390484,4472126.539031845,10001,0.0,0.0026413602754473
EMP,10,STRESS_CAPACITY_NEAR,interior,4458108.392825135,4458108.392825135,4458108.392825135,10001,0.0,0.0
GAUSSIAN,10,STRESS_CAPACITY_CLEAR,interior,4472126.536390484,4472126.536390484,4472126.591078287,10001,0.0,0.0546878026798367
EMP,10,STRESS_CAPACITY_CLEAR,interior,4458108.392825135,4458108.392825135,4458108.392825135,10001,0.0,0.0
GAUSSIAN,11,BASE_ACTUAL_NEAR,interior,5831347.048179528,5831347.048179528,5831347.048327265,10001,0.0,0.0001477375626564
EMP,11,BASE_ACTUAL_NEAR,interior,5839872.161602987,5839872.161602987,5839876.829251162,10001,0.0,4.667648174799979
GAUSSIAN,11,BASE_CAPACITY_NEAR,interior,5831347.048179528,5831347.048179528,5831347.07675026,10001,0.0,0.028570732101798
EMP,11,BASE_CAPACITY_NEAR,interior,5839872.161602987,5839872.161602987,5839877.512363473,10001,0.0,5.350760485976934
GAUSSIAN,11,STRESS_ACTUAL_CLEAR,lower,5439049.685137933,5439049.685137933,5439049.685137933,10001,0.0,0.0
EMP,11,STRESS_ACTUAL_CLEAR,lower,5494270.560019676,5494270.560019676,5494270.560019676,10001,0.0,0.0
GAUSSIAN,11,STRESS_ACTUAL_NEAR,lower,5178417.543428524,5178417.543428524,5178417.543428524,10001,0.0,0.0
EMP,11,STRESS_ACTUAL_NEAR,lower,5202064.024912963,5202064.024912963,5202064.024912963,10001,0.0,0.0
GAUSSIAN,11,STRESS_CONTRACT_NEAR_LOW,lower,5174361.668045821,5174361.668045821,5174361.668045821,10001,0.0,0.0
EMP,11,STRESS_CONTRACT_NEAR_LOW,lower,5196851.35250894,5196851.35250894,5196851.352508938,10001,1.862645149230957e-09,-1.862645149230957e-09
GAUSSIAN,11,STRESS_CONTRACT_CLEAR,interior,5173620.124481054,5173620.124481054,5173620.135694871,10001,0.0,0.0112138167023658
EMP,11,STRESS_CONTRACT_CLEAR,interior,5194383.450470342,5194383.450470342,5194383.450470341,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,11,STRESS_CONTRACT_NEAR_HIGH,interior,5173620.124481054,5173620.124481053,5173620.12449816,10001,9.313225746154783e-10,1.7105601727962494e-05
EMP,11,STRESS_CONTRACT_NEAR_HIGH,interior,5194383.450470342,5194383.450470341,5194383.450470341,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,11,STRESS_CAPACITY_NEAR,interior,5173620.124481054,5173620.124481054,5173620.137122194,10001,0.0,0.0126411402598023
EMP,11,STRESS_CAPACITY_NEAR,interior,5194383.450470342,5194383.450470341,5194383.450470341,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,11,STRESS_CAPACITY_CLEAR,interior,5173620.124481054,5173620.124481054,5173620.135694871,10001,0.0,0.0112138167023658
EMP,11,STRESS_CAPACITY_CLEAR,interior,5194383.450470342,5194383.450470342,5194383.450470341,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,12,BASE_ACTUAL_NEAR,interior,6157604.437336758,6157604.437336758,6157604.443570116,10001,0.0,0.0062333578243851
EMP,12,BASE_ACTUAL_NEAR,interior,6067908.584319402,6067908.584319402,6067918.773095828,10001,0.0,10.188776425085962
GAUSSIAN,12,BASE_CAPACITY_NEAR,interior,6157604.437336758,6157604.437336757,6157604.437416156,10001,9.313225746154783e-10,7.939804345369339e-05
EMP,12,BASE_CAPACITY_NEAR,interior,6067908.584319402,6067908.584319402,6067909.653546476,10001,0.0,1.069227073341608
GAUSSIAN,12,STRESS_ACTUAL_CLEAR,lower,5640733.537522707,5640733.537522707,5640733.537522707,10001,0.0,0.0
EMP,12,STRESS_ACTUAL_CLEAR,lower,5781569.338914279,5781569.338914279,5781569.338914279,10001,0.0,0.0
GAUSSIAN,12,STRESS_ACTUAL_NEAR,lower,5491080.711708067,5491080.711708067,5491080.711708067,10001,0.0,0.0
EMP,12,STRESS_ACTUAL_NEAR,lower,5474507.164440849,5474507.164440849,5474507.164440849,10001,0.0,0.0
GAUSSIAN,12,STRESS_CONTRACT_NEAR_LOW,interior,5491080.711589241,5491080.711589241,5491080.71217742,10001,0.0,0.0005881786346435
EMP,12,STRESS_CONTRACT_NEAR_LOW,lower,5453710.906647454,5453710.906647454,5453710.906647454,10001,0.0,0.0
GAUSSIAN,12,STRESS_CONTRACT_CLEAR,interior,5491080.711589241,5491080.711589241,5491080.734587666,10001,0.0,0.0229984242469072
EMP,12,STRESS_CONTRACT_CLEAR,interior,5432257.501034324,5432257.501034323,5432257.501034323,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,12,STRESS_CONTRACT_NEAR_HIGH,interior,5491080.711589241,5491080.711589241,5491080.727251086,10001,0.0,0.0156618449836969
EMP,12,STRESS_CONTRACT_NEAR_HIGH,interior,5432257.501034324,5432257.501034323,5432257.501034323,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,12,STRESS_CAPACITY_NEAR,interior,5491080.711589241,5491080.711589241,5491080.721402047,10001,0.0,0.00981280580163
EMP,12,STRESS_CAPACITY_NEAR,interior,5432257.501034324,5432257.501034323,5432257.501034323,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,12,STRESS_CAPACITY_CLEAR,interior,5491080.711589241,5491080.711589241,5491080.722054139,10001,0.0,0.0104648973792791
EMP,12,STRESS_CAPACITY_CLEAR,interior,5432257.501034324,5432257.501034323,5432257.501034323,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,13,BASE_ACTUAL_NEAR,interior,6195186.876459571,6195186.876459571,6195186.876938081,10001,0.0,0.0004785107448697
EMP,13,BASE_ACTUAL_NEAR,interior,6085542.573558882,6085542.573558882,6085543.90437082,10001,0.0,1.3308119382709265
GAUSSIAN,13,BASE_CAPACITY_NEAR,interior,6195186.876459571,6195186.876459571,6195186.8794948775,10001,0.0,0.0030353069305419
EMP,13,BASE_CAPACITY_NEAR,interior,6085542.573558882,6085542.573558882,6085548.450000849,10001,0.0,5.876441966742277
GAUSSIAN,13,STRESS_ACTUAL_CLEAR,lower,5655191.496812839,5655191.496812839,5655191.496812839,10001,0.0,0.0
EMP,13,STRESS_ACTUAL_CLEAR,lower,5864456.515019878,5864456.515019878,5864456.515019878,10001,0.0,0.0
GAUSSIAN,13,STRESS_ACTUAL_NEAR,interior,5522863.271761058,5522863.271761058,5522863.275838245,10001,0.0,0.00407718680799
EMP,13,STRESS_ACTUAL_NEAR,lower,5568643.990922793,5568643.990922793,5568643.990922793,10001,0.0,0.0
GAUSSIAN,13,STRESS_CONTRACT_NEAR_LOW,interior,5522863.271761058,5522863.271761058,5522863.315339392,10001,0.0,0.0435783341526985
EMP,13,STRESS_CONTRACT_NEAR_LOW,lower,5547793.301306697,5547793.301306697,5547793.301306697,10001,0.0,0.0
GAUSSIAN,13,STRESS_CONTRACT_CLEAR,interior,5522863.271761058,5522863.271761058,5522863.275959202,10001,0.0,0.0041981441900134
EMP,13,STRESS_CONTRACT_CLEAR,interior,5479100.974960523,5479100.974960523,5479100.974960523,10001,0.0,0.0
GAUSSIAN,13,STRESS_CONTRACT_NEAR_HIGH,interior,5522863.271761058,5522863.271761058,5522863.273432272,10001,0.0,0.0016712136566638
EMP,13,STRESS_CONTRACT_NEAR_HIGH,interior,5479100.974960523,5479100.974960523,5479100.974960523,10001,0.0,0.0
GAUSSIAN,13,STRESS_CAPACITY_NEAR,interior,5522863.271761058,5522863.271761058,5522863.292753825,10001,0.0,0.0209927670657634
EMP,13,STRESS_CAPACITY_NEAR,interior,5479100.974960523,5479100.974960523,5479100.974960523,10001,0.0,0.0
GAUSSIAN,13,STRESS_CAPACITY_CLEAR,interior,5522863.271761058,5522863.271761058,5522863.286470755,10001,0.0,0.0147096971049904
EMP,13,STRESS_CAPACITY_CLEAR,interior,5479100.974960523,5479100.974960523,5479100.974960523,10001,0.0,0.0
GAUSSIAN,14,BASE_ACTUAL_NEAR,interior,6330092.726264389,6330092.72626439,6330092.726825411,10001,0.0,0.0005610221996903
EMP,14,BASE_ACTUAL_NEAR,interior,6370643.547101556,6370643.547101556,6370647.84543574,10001,0.0,4.298334183171392
GAUSSIAN,14,BASE_CAPACITY_NEAR,interior,6330092.726264389,6330092.72626439,6330092.739129113,10001,0.0,0.0128647238016128
EMP,14,BASE_CAPACITY_NEAR,interior,6370643.547101556,6370643.547101556,6370645.0368258655,10001,0.0,1.4897243091836572
GAUSSIAN,14,STRESS_ACTUAL_CLEAR,lower,5707432.373804062,5707432.373804062,5707432.373804062,10001,0.0,0.0
EMP,14,STRESS_ACTUAL_CLEAR,lower,5820690.202228985,5820690.202228985,5820690.202228984,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,14,STRESS_ACTUAL_NEAR,interior,5634321.466032186,5634321.466032185,5634321.513653404,10001,9.313225746154783e-10,0.0476212184876203
EMP,14,STRESS_ACTUAL_NEAR,interior,5696798.85868737,5696798.858687369,5696798.858687369,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,14,STRESS_CONTRACT_NEAR_LOW,interior,5634321.466032186,5634321.466032186,5634321.482129037,10001,0.0,0.0160968517884612
EMP,14,STRESS_CONTRACT_NEAR_LOW,interior,5696798.85868737,5696798.858687369,5696798.858687369,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,14,STRESS_CONTRACT_CLEAR,interior,5634321.466032186,5634321.466032185,5634321.468085708,10001,9.313225746154783e-10,0.0020535225048661
EMP,14,STRESS_CONTRACT_CLEAR,interior,5696798.85868737,5696798.858687369,5696798.858687369,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,14,STRESS_CONTRACT_NEAR_HIGH,interior,5634321.466032186,5634321.466032185,5634321.466404198,10001,9.313225746154783e-10,0.0003720121458172
EMP,14,STRESS_CONTRACT_NEAR_HIGH,interior,5696798.85868737,5696798.858687369,5696798.858687369,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,14,STRESS_CAPACITY_NEAR,interior,5634321.466032186,5634321.466032186,5634321.472900306,10001,0.0,0.0068681202828884
EMP,14,STRESS_CAPACITY_NEAR,interior,5696798.85868737,5696798.858687369,5696798.858687369,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,14,STRESS_CAPACITY_CLEAR,interior,5634321.466032186,5634321.466032186,5634321.484282807,10001,0.0,0.0182506209239363
EMP,14,STRESS_CAPACITY_CLEAR,interior,5696798.85868737,5696798.858687369,5696798.858687369,10001,9.313225746154783e-10,-9.313225746154783e-10
GAUSSIAN,15,BASE_ACTUAL_NEAR,interior,6301041.097379404,6301041.097379404,6301041.100571483,10001,0.0,0.0031920792534947
EMP,15,BASE_ACTUAL_NEAR,interior,6260838.5456537,6260838.5456537,6260840.471764598,10001,0.0,1.9261108981445432
GAUSSIAN,15,BASE_CAPACITY_NEAR,interior,6301041.097379404,6301041.097379404,6301041.102207213,10001,0.0,0.0048278085887432
EMP,15,BASE_CAPACITY_NEAR,interior,6260838.5456537,6260838.5456537,6260841.1691593975,10001,0.0,2.6235056975856423
GAUSSIAN,15,STRESS_ACTUAL_CLEAR,lower,5713228.964014065,5713228.964014065,5713228.964014065,10001,0.0,0.0
EMP,15,STRESS_ACTUAL_CLEAR,lower,5813707.399922071,5813707.399922071,5813707.399922071,10001,0.0,0.0
GAUSSIAN,15,STRESS_ACTUAL_NEAR,interior,5617335.173862899,5617335.173862899,5617335.182322068,10001,0.0,0.0084591694176197
EMP,15,STRESS_ACTUAL_NEAR,lower,5644037.570490165,5644037.570490165,5644037.570490165,10001,0.0,0.0
GAUSSIAN,15,STRESS_CONTRACT_NEAR_LOW,interior,5617335.173862899,5617335.173862899,5617335.185850252,10001,0.0,0.0119873527437448
EMP,15,STRESS_CONTRACT_NEAR_LOW,lower,5638824.898086141,5638824.898086141,5638824.898086141,10001,0.0,0.0
GAUSSIAN,15,STRESS_CONTRACT_CLEAR,interior,5617335.173862899,5617335.173862899,5617335.196443838,10001,0.0,0.0225809393450617
EMP,15,STRESS_CONTRACT_CLEAR,interior,5623718.012111549,5623718.012111549,5623718.012111549,10001,0.0,0.0
GAUSSIAN,15,STRESS_CONTRACT_NEAR_HIGH,interior,5617335.173862899,5617335.1738629,5617335.192276944,10001,0.0,0.018414044752717
EMP,15,STRESS_CONTRACT_NEAR_HIGH,interior,5623718.012111549,5623718.012111549,5623718.012111549,10001,0.0,0.0
GAUSSIAN,15,STRESS_CAPACITY_NEAR,interior,5617335.173862899,5617335.173862899,5617335.1885903375,10001,0.0,0.0147274388000369
EMP,15,STRESS_CAPACITY_NEAR,interior,5623718.012111549,5623718.012111549,5623718.012111549,10001,0.0,0.0
GAUSSIAN,15,STRESS_CAPACITY_CLEAR,interior,5617335.173862899,5617335.1738629,5617335.176019549,10001,0.0,0.002156650647521
EMP,15,STRESS_CAPACITY_CLEAR,interior,5623718.012111549,5623718.012111549,5623718.012111549,10001,0.0,0.0
GAUSSIAN,16,BASE_ACTUAL_NEAR,interior,5791830.260950215,5791830.260950215,5791830.260999285,10001,0.0,4.906952381134033e-05
EMP,16,BASE_ACTUAL_NEAR,interior,5625462.592410778,5625462.592410778,5625468.592177207,10001,0.0,5.999766428954899
GAUSSIAN,16,BASE_CAPACITY_NEAR,interior,5791830.260950215,5791830.260950215,5791830.260994943,10001,0.0,4.472769796848297e-05
EMP,16,BASE_CAPACITY_NEAR,interior,5625462.592410778,5625462.592410778,5625462.717411331,10001,0.0,0.1250005532056093
GAUSSIAN,16,STRESS_ACTUAL_CLEAR,lower,5482777.411500558,5482777.411500558,5482777.411500558,10001,0.0,0.0
EMP,16,STRESS_ACTUAL_CLEAR,lower,5631370.672691726,5631370.672691726,5631370.672691726,10001,0.0,0.0
GAUSSIAN,16,STRESS_ACTUAL_NEAR,lower,5194186.062044606,5194186.062044606,5194186.062044606,10001,0.0,0.0
EMP,16,STRESS_ACTUAL_NEAR,lower,5175588.046571705,5175588.046571705,5175588.046571705,10001,0.0,0.0
GAUSSIAN,16,STRESS_CONTRACT_NEAR_LOW,lower,5182417.290274588,5182417.290274588,5182417.290274588,10001,0.0,0.0
EMP,16,STRESS_CONTRACT_NEAR_LOW,lower,5149524.684551583,5149524.684551583,5149524.684551583,10001,0.0,0.0
GAUSSIAN,16,STRESS_CONTRACT_CLEAR,interior,5161290.763132171,5161290.763132171,5161290.791362939,10001,0.0,0.0282307686284184
EMP,16,STRESS_CONTRACT_CLEAR,interior,5049611.860094814,5049611.860094814,5049611.860094814,10001,0.0,0.0
GAUSSIAN,16,STRESS_CONTRACT_NEAR_HIGH,interior,5161290.763132171,5161290.763132171,5161290.787924459,10001,0.0,0.0247922884300351
EMP,16,STRESS_CONTRACT_NEAR_HIGH,interior,5049611.860094814,5049611.860094814,5049611.860094814,10001,0.0,0.0
GAUSSIAN,16,STRESS_CAPACITY_NEAR,interior,5161290.763132171,5161290.763132171,5161290.784758099,10001,0.0,0.0216259285807609
EMP,16,STRESS_CAPACITY_NEAR,interior,5049611.860094814,5049611.860094814,5049611.860094814,10001,0.0,0.0
GAUSSIAN,16,STRESS_CAPACITY_CLEAR,interior,5161290.763132171,5161290.763132171,5161290.763777273,10001,0.0,0.0006451020017266
EMP,16,STRESS_CAPACITY_CLEAR,interior,5049611.860094814,5049611.860094814,5049611.860094814,10001,0.0,0.0
GAUSSIAN,17,BASE_ACTUAL_NEAR,interior,6290760.7239709925,6290760.7239709925,6290760.724545734,10001,0.0,0.000574741512537
EMP,17,BASE_ACTUAL_NEAR,interior,6136827.136914592,6136827.136914592,6136836.450882022,10001,0.0,9.31396743003279
GAUSSIAN,17,BASE_CAPACITY_NEAR,interior,6290760.7239709925,6290760.723970993,6290760.7285046745,10001,0.0,0.0045336820185184
EMP,17,BASE_CAPACITY_NEAR,interior,6136827.136914592,6136827.136914592,6136832.625453081,10001,0.0,5.488538488745689
GAUSSIAN,17,STRESS_ACTUAL_CLEAR,lower,5755619.527377836,5755619.527377836,5755619.527377836,10001,0.0,0.0
EMP,17,STRESS_ACTUAL_CLEAR,lower,5889881.60235223,5889881.60235223,5889881.60235223,10001,0.0,0.0
GAUSSIAN,17,STRESS_ACTUAL_NEAR,lower,5626604.939175049,5626604.939175049,5626604.939175049,10001,0.0,0.0
EMP,17,STRESS_ACTUAL_NEAR,lower,5586061.348313662,5586061.348313662,5586061.348313662,10001,0.0,0.0
GAUSSIAN,17,STRESS_CONTRACT_NEAR_LOW,interior,5626603.016547266,5626603.016547266,5626603.018671495,10001,0.0,0.0021242285147309
EMP,17,STRESS_CONTRACT_NEAR_LOW,lower,5570423.33110159,5570423.33110159,5570423.33110159,10001,0.0,0.0
GAUSSIAN,17,STRESS_CONTRACT_CLEAR,interior,5626603.016547266,5626603.016547266,5626603.021640334,10001,0.0,0.0050930678844451
EMP,17,STRESS_CONTRACT_CLEAR,interior,5524502.802424387,5524502.802424387,5524502.802424387,10001,0.0,0.0
GAUSSIAN,17,STRESS_CONTRACT_NEAR_HIGH,interior,5626603.016547266,5626603.016547267,5626603.023456904,10001,0.0,0.0069096377119421
EMP,17,STRESS_CONTRACT_NEAR_HIGH,interior,5524502.802424387,5524502.802424387,5524502.802424387,10001,0.0,0.0
GAUSSIAN,17,STRESS_CAPACITY_NEAR,interior,5626603.016547266,5626603.016547267,5626603.025514897,10001,0.0,0.0089676305651664
EMP,17,STRESS_CAPACITY_NEAR,interior,5524502.802424387,5524502.802424387,5524502.802424387,10001,0.0,0.0
GAUSSIAN,17,STRESS_CAPACITY_CLEAR,interior,5626603.016547266,5626603.016547266,5626603.019394296,10001,0.0,0.0028470298275351
EMP,17,STRESS_CAPACITY_CLEAR,interior,5524502.802424387,5524502.802424387,5524502.802424387,10001,0.0,0.0
GAUSSIAN,18,BASE_ACTUAL_NEAR,interior,5586994.561215514,5586994.561215513,5586994.563422617,10001,9.313225746154783e-10,0.002207102254033
EMP,18,BASE_ACTUAL_NEAR,interior,5503769.191623054,5503769.191623054,5503772.078565581,10001,0.0,2.8869425263255835
GAUSSIAN,18,BASE_CAPACITY_NEAR,interior,5586994.561215514,5586994.561215514,5586994.5612740405,10001,0.0,5.85261732339859e-05
EMP,18,BASE_CAPACITY_NEAR,interior,5503769.191623054,5503769.191623054,5503774.025435668,10001,0.0,4.833812613040209
GAUSSIAN,18,STRESS_ACTUAL_CLEAR,lower,5401564.62273416,5401564.62273416,5401564.62273416,10001,0.0,0.0
EMP,18,STRESS_ACTUAL_CLEAR,lower,5521175.336518206,5521175.336518206,5521175.336518206,10001,0.0,0.0
GAUSSIAN,18,STRESS_ACTUAL_NEAR,lower,5031625.263381407,5031625.263381407,5031625.263381407,10001,0.0,0.0
EMP,18,STRESS_ACTUAL_NEAR,lower,5118358.958656758,5118358.958656758,5118358.958656758,10001,0.0,0.0
GAUSSIAN,18,STRESS_CONTRACT_NEAR_LOW,lower,5013234.547224142,5013234.547224142,5013234.547224142,10001,0.0,0.0
EMP,18,STRESS_CONTRACT_NEAR_LOW,lower,5092295.596636636,5092295.596636636,5092295.596636636,10001,0.0,0.0
GAUSSIAN,18,STRESS_CONTRACT_CLEAR,interior,4965760.049796144,4965760.049796144,4965760.073995007,10001,0.0,0.0241988636553287
EMP,18,STRESS_CONTRACT_CLEAR,interior,4916676.236163275,4916676.236163275,4916676.236163275,10001,0.0,0.0
GAUSSIAN,18,STRESS_CONTRACT_NEAR_HIGH,interior,4965760.049796144,4965760.049796144,4965760.056449261,10001,0.0,0.0066531170159578
EMP,18,STRESS_CONTRACT_NEAR_HIGH,interior,4916676.236163275,4916676.236163275,4916676.236163275,10001,0.0,0.0
GAUSSIAN,18,STRESS_CAPACITY_NEAR,interior,4965760.049796144,4965760.049796144,4965760.049872519,10001,0.0,7.637590169906616e-05
EMP,18,STRESS_CAPACITY_NEAR,interior,4916676.236163275,4916676.236163275,4916676.236163275,10001,0.0,0.0
GAUSSIAN,18,STRESS_CAPACITY_CLEAR,interior,4965760.049796144,4965760.049796145,4965760.066654301,10001,0.0,0.0168581577017903
EMP,18,STRESS_CAPACITY_CLEAR,interior,4916676.236163275,4916676.236163275,4916676.236163275,10001,0.0,0.0
GAUSSIAN,19,BASE_ACTUAL_NEAR,interior,6193465.916546243,6193465.916546243,6193465.918309494,10001,0.0,0.0017632506787776
EMP,19,BASE_ACTUAL_NEAR,interior,5972814.453579898,5972814.453579898,5972825.087902572,10001,0.0,10.634322674013674
GAUSSIAN,19,BASE_CAPACITY_NEAR,interior,6193465.916546243,6193465.916546243,6193465.91722045,10001,0.0,0.0006742067635059
EMP,19,BASE_CAPACITY_NEAR,interior,5972814.453579898,5972814.453579898,5972823.653366719,10001,0.0,9.199786821380258
GAUSSIAN,19,STRESS_ACTUAL_CLEAR,lower,5666468.9587073065,5666468.9587073065,5666468.9587073065,10001,0.0,0.0
EMP,19,STRESS_ACTUAL_CLEAR,lower,5817481.5568494415,5817481.5568494415,5817481.5568494415,10001,0.0,0.0
GAUSSIAN,19,STRESS_ACTUAL_NEAR,interior,5525874.146523613,5525874.1465236135,5525874.149002626,10001,0.0,0.0024790130555629
EMP,19,STRESS_ACTUAL_NEAR,lower,5442787.692267727,5442787.692267727,5442787.692267727,10001,0.0,0.0
GAUSSIAN,19,STRESS_CONTRACT_NEAR_LOW,interior,5525874.146523613,5525874.1465236135,5525874.171174365,10001,0.0,0.024650752544403
EMP,19,STRESS_CONTRACT_NEAR_LOW,lower,5427149.675055655,5427149.675055655,5427149.675055655,10001,0.0,0.0
GAUSSIAN,19,STRESS_CONTRACT_CLEAR,interior,5525874.146523613,5525874.1465236135,5525874.150414733,10001,0.0,0.0038911206647753
EMP,19,STRESS_CONTRACT_CLEAR,interior,5360878.362408878,5360878.362408878,5360878.362408878,10001,0.0,0.0
GAUSSIAN,19,STRESS_CONTRACT_NEAR_HIGH,interior,5525874.146523613,5525874.1465236135,5525874.1660432285,10001,0.0,0.0195196159183979
EMP,19,STRESS_CONTRACT_NEAR_HIGH,interior,5360878.362408878,5360878.362408878,5360878.362408878,10001,0.0,0.0
GAUSSIAN,19,STRESS_CAPACITY_NEAR,interior,5525874.146523613,5525874.1465236135,5525874.160619276,10001,0.0,0.0140956630930304
EMP,19,STRESS_CAPACITY_NEAR,interior,5360878.362408878,5360878.362408878,5360878.362408878,10001,0.0,0.0
GAUSSIAN,19,STRESS_CAPACITY_CLEAR,interior,5525874.146523613,5525874.1465236135,5525874.158095677,10001,0.0,0.0115720648318529
EMP,19,STRESS_CAPACITY_CLEAR,interior,5360878.362408878,5360878.362408878,5360878.362408878,10001,0.0,0.0
GAUSSIAN,20,BASE_ACTUAL_NEAR,interior,5656860.592474479,5656860.592474479,5656860.592797643,10001,0.0,0.0003231633454561
EMP,20,BASE_ACTUAL_NEAR,interior,5635584.916302059,5635584.916302059,5635593.896193732,10001,0.0,8.979891672730446
GAUSSIAN,20,BASE_CAPACITY_NEAR,interior,5656860.592474479,5656860.592474479,5656860.593502209,10001,0.0,0.0010277293622493
EMP,20,BASE_CAPACITY_NEAR,interior,5635584.916302059,5635584.916302059,5635587.611560471,10001,0.0,2.6952584125101566
GAUSSIAN,20,STRESS_ACTUAL_CLEAR,lower,5394691.73787713,5394691.73787713,5394691.73787713,10001,0.0,0.0
EMP,20,STRESS_ACTUAL_CLEAR,lower,5444068.418578874,5444068.418578874,5444068.418578874,10001,0.0,0.0
GAUSSIAN,20,STRESS_ACTUAL_NEAR,lower,5048861.43744594,5048861.43744594,5048861.43744594,10001,0.0,0.0
EMP,20,STRESS_ACTUAL_NEAR,lower,5069217.090605589,5069217.090605589,5069217.090605589,10001,0.0,0.0
