variant,measurement,factory,origin_id,train_months,test_month,train_month_count,normalization_kw,observed_normalized_max,method_id,fit_status,crps,qwcrps_090,draw_mean,draw_q95,draw_q99,q95_pinball,q99_pinball,q95_exceedance_brier,q99_exceedance_brier
all_observations,fixed_nonoverlapping_15min,Cement_1,O3_MAR_JUL_TO_AUG,"[""2019-03"", ""2019-04"", ""2019-05"", ""2019-06"", ""2019-07""]",2019-08,5,1464.064,1.1036311709506323,K-BLOCK,PASS,0.02574893836556512,0.002937984496124029,1.066362219502244,1.0873113015095879,1.0873113015095879,0.015503875968992241,0.01615667074663402,0.9025,0.9801
all_observations,fixed_nonoverlapping_15min,Cement_1,O3_MAR_JUL_TO_AUG,"[""2019-03"", ""2019-04"", ""2019-05"", ""2019-06"", ""2019-07""]",2019-08,5,1464.064,1.1036311709506323,K-EMP,PASS,0.07525139084536925,0.002937984496124029,0.9997866177070585,1.0873113015095879,1.0873113015095879,0.015503875968992241,0.01615667074663402,0.9025,0.9801
all_observations,fixed_nonoverlapping_15min,Cement_1,O3_MAR_JUL_TO_AUG,"[""2019-03"", ""2019-04"", ""2019-05"", ""2019-06"", ""2019-07""]",2019-08,5,1464.064,1.1036311709506323,K-GEV,FALLBACK_EMPIRICAL,0.07562418842839659,0.002937984496124029,0.9994907792737658,1.0873113015095879,1.0873113015095879,0.015503875968992241,0.01615667074663402,0.9025,0.9801
all_observations,fixed_nonoverlapping_15min,Cement_1,O3_MAR_JUL_TO_AUG,"[""2019-03"", ""2019-04"", ""2019-05"", ""2019-06"", ""2019-07""]",2019-08,5,1464.064,1.1036311709506323,K-GTAIL,FALLBACK_EXPONENTIAL,0.03333646102443692,0.0003111518939211525,1.0556163481160887,1.1429664479600499,1.2026818052177237,0.001966763850470878,0.0009905063426709146,0.0025000000000000005,0.0001
all_observations,fixed_nonoverlapping_15min,Cement_1,O3_MAR_JUL_TO_AUG,"[""2019-03"", ""2019-04"", ""2019-05"", ""2019-06"", ""2019-07""]",2019-08,5,1464.064,1.1036311709506323,K-KDE,PASS,0.06822347187115219,0.00016019430923958563,0.9998132660552196,1.1248009252524331,1.1668443286328753,0.0010584877150900404,0.0006321315768224306,0.0025000000000000005,0.0001
all_observations,fixed_nonoverlapping_15min,Cement_1,O3_MAR_JUL_TO_AUG,"[""2019-03"", ""2019-04"", ""2019-05"", ""2019-06"", ""2019-07""]",2019-08,5,1464.064,1.1036311709506323,K-POINT,PASS,0.10363117095063254,0.01865620155038762,0.9999999999999999,0.9999999999999998,0.9999999999999998,0.09844961240310093,0.10259485924112624,0.9025,0.9801
all_observations,fixed_nonoverlapping_15min,Cement_1,O3_MAR_JUL_TO_AUG,"[""2019-03"", ""2019-04"", ""2019-05"", ""2019-06"", ""2019-07""]",2019-08,5,1464.064,1.1036311709506323,K-UGPD,PASS,0.029938453077102134,0.000631480957038241,1.0581473206870224,1.1010899950333066,1.111365389079132,0.0024141171214594357,7.734218128499622e-05,0.9025,0.0001
all_observations,fixed_nonoverlapping_15min,Cement_1,O4_MAR_AUG_TO_SEP,"[""2019-03"", ""2019-04"", ""2019-05"", ""2019-06"", ""2019-07"", ""2019-08""]",2019-09,6,1489.351111111111,1.0207219251336899,K-BLOCK,PASS,0.040731222074598956,0.0006401069518716579,1.068310989304813,1.0848930481283423,1.0848930481283423,0.0032085561497326247,0.0006417112299465249,0.0025000000000000005,0.0001
all_observations,fixed_nonoverlapping_15min,Cement_1,O4_MAR_AUG_TO_SEP,"[""2019-03"", ""2019-04"", ""2019-05"", ""2019-06"", ""2019-07"", ""2019-08""]",2019-09,6,1489.351111111111,1.0207219251336899,K-EMP,PASS,0.025512625153876985,0.0006401069518716579,1.0000612098930481,1.0848930481283423,1.0848930481283423,0.0032085561497326247,0.0006417112299465249,0.0025000000000000005,0.0001
all_observations,fixed_nonoverlapping_15min,Cement_1,O4_MAR_AUG_TO_SEP,"[""2019-03"", ""2019-04"", ""2019-05"", ""2019-06"", ""2019-07"", ""2019-08""]",2019-09,6,1489.351111111111,1.0207219251336899,K-GEV,PASS,0.03450193865283899,0.0022232361912222333,1.035279174372693,1.270118242897745,2.1995145858987946,0.012469815888202774,0.011787926607651057,0.0025000000000000005,0.0001
