scenario_id,replication_id,method_id,q99_error,regret,accuracy,fit_status
SCALE_SHIFT_8000_TO_12000,14,GEV,-0.0939831678332327,0.006219386716450688,0.6666666666666666,PASS_LMOM_FINITE_MEAN
SCALE_SHIFT_8000_TO_12000,14,KDE,-0.021266560692521,0.0054585168003894215,0.4444444444444444,PASS
SCALE_SHIFT_8000_TO_12000,14,TAIL,0.0465091540013045,0.0054585168003894215,0.4444444444444444,PASS
SCALE_SHIFT_8000_TO_12000,15,EMP,-0.3174554620025206,0.017485653544109456,0.5555555555555556,PASS
SCALE_SHIFT_8000_TO_12000,15,EVENT-EMP,-0.3174554620025206,0.017485653544109456,0.5555555555555556,PASS
SCALE_SHIFT_8000_TO_12000,15,GEV,-0.2627605173621811,0.021478475510981813,0.5555555555555556,PASS_LMOM_FINITE_MEAN
SCALE_SHIFT_8000_TO_12000,15,KDE,-0.2878087953822522,0.01860820310629251,0.5555555555555556,PASS
SCALE_SHIFT_8000_TO_12000,15,TAIL,-0.2226665086455362,0.026997573857936878,0.5555555555555556,PASS
SCALE_SHIFT_8000_TO_12000,16,EMP,-0.2349687980329543,0.003569596662595667,0.6666666666666666,PASS
SCALE_SHIFT_8000_TO_12000,16,EVENT-EMP,-0.2349687980329543,0.0023603112412369557,0.6666666666666666,PASS
SCALE_SHIFT_8000_TO_12000,16,GEV,-0.0819641659856505,0.0019474897776702558,0.6666666666666666,PASS_LMOM_FINITE_MEAN
SCALE_SHIFT_8000_TO_12000,16,KDE,-0.176170760428254,0.0016939443497525446,0.6666666666666666,PASS
SCALE_SHIFT_8000_TO_12000,16,TAIL,-0.1243059100368115,0.001600312986321178,0.6666666666666666,PASS
SCALE_SHIFT_8000_TO_12000,17,EMP,-0.2439130204465202,0.024075515979675458,0.5555555555555556,PASS
SCALE_SHIFT_8000_TO_12000,17,EVENT-EMP,-0.2439130204465202,0.029999247546008263,0.5555555555555556,PASS
SCALE_SHIFT_8000_TO_12000,17,GEV,-0.2324770136222691,0.027120473399035814,0.5555555555555556,PASS_LMOM_FINITE_MEAN
SCALE_SHIFT_8000_TO_12000,17,KDE,-0.2143621408314799,0.023940832048902422,0.5555555555555556,PASS
SCALE_SHIFT_8000_TO_12000,17,TAIL,-0.3001143641464288,0.027480135611116858,0.5555555555555556,PASS
SCALE_SHIFT_8000_TO_12000,18,EMP,-0.2440890556915927,0.0020650450993414445,0.6666666666666666,PASS
SCALE_SHIFT_8000_TO_12000,18,EVENT-EMP,-0.2440890556915927,0.002421102339009878,0.6666666666666666,PASS
SCALE_SHIFT_8000_TO_12000,18,GEV,-0.0724614487178653,0.0042202706168957445,0.6666666666666666,PASS_LMOM_FINITE_MEAN
SCALE_SHIFT_8000_TO_12000,18,KDE,-0.1811858307469218,0.0054585168003894215,0.4444444444444444,PASS
SCALE_SHIFT_8000_TO_12000,18,TAIL,-0.0830107795270905,0.003774779467816589,0.6666666666666666,PASS
SCALE_SHIFT_8000_TO_12000,19,EMP,-0.2675428466222646,0.008890791349337722,0.6666666666666666,PASS
SCALE_SHIFT_8000_TO_12000,19,EVENT-EMP,-0.2675428466222646,0.006367695903838489,0.6666666666666666,PASS
SCALE_SHIFT_8000_TO_12000,19,GEV,-0.1338908713695548,0.005077279520075778,0.6666666666666666,PASS_LMOM_FINITE_MEAN
SCALE_SHIFT_8000_TO_12000,19,KDE,-0.221874076524379,0.0054585168003894215,0.4444444444444444,PASS
SCALE_SHIFT_8000_TO_12000,19,TAIL,-0.1245880944446852,0.003976967244669556,0.6666666666666666,PASS
SCALE_SHIFT_8000_TO_12000,20,EMP,0.1971342634986051,0.006263579278079078,0.6666666666666666,PASS
SCALE_SHIFT_8000_TO_12000,20,EVENT-EMP,0.1971342634986051,0.0032938018944727223,0.6666666666666666,PASS
SCALE_SHIFT_8000_TO_12000,20,GEV,0.1655246761031198,0.006581787404437933,0.6666666666666666,PASS_LMOM_FINITE_MEAN
